-1.00435	0.284193	9.61597	10.8227	
-1.33897	2.68309	8.54203	8.7803	
-0.800139	0.197662	9.68023	10.6511	
-0.273003	2.27625	9.37529	9.45567	
-2.24075	-0.95751	9.7222	9.72073	
-1.00435	0.284193	9.61597	10.8227	
-2.24075	-0.95751	9.7222	9.72073	
-1.33897	2.68309	8.54203	8.7803	
-5.12353	3.85294	6.58173	6.62596	
-1.00435	0.284193	9.61597	10.8227	
-1.00435	0.284193	9.61597	10.8227	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-2.24075	-0.95751	9.7222	9.72073	
-0.347059	2.04118	6.73152	10.7849	
0	0	0	0	
0	0	0	0	
14.1471	6.61176	0.411765	2.18235	
-3.50566	2.81655	10.9518	13.9882	
-3.50566	2.81655	10.9518	13.9882	
-3.50566	2.81655	10.9518	13.9882	
-3.50566	2.81655	10.9518	13.9882	
-3.99003	2.05852	10.4531	13.6024	
-3.99003	2.05852	10.4531	13.6024	
-3.99003	2.05852	10.4531	13.6024	
0	0	0	0	
-3.99003	2.05852	10.4531	13.6024	
0	0	0	0	
0	0	0	0	
-3.99003	2.05852	10.4531	13.6024	
14.0864	3.27668	1.9589	4.12066	
14.0864	3.27668	1.9589	4.12066	
0	0	0	0	
0	0	0	0	
13.9509	3.74394	2.36473	3.87016	
-3.07789	3.9897	1.6768	3.70647	
14.1704	3.90581	1.82325	3.50385	
6.5827	4.20173	1.8878	3.74942	
