5.27647	0.135294	11.0347	8.98197	
5.27647	0.135294	11.0347	8.98197	
-1.6098	-3.03725	10.7926	11.9759	
3.97647	-2.11765	7.04118	9.92353	
4.28824	0.841176	13.2713	9.23359	
4.28824	0.841176	13.2713	9.23359	
-0.209804	6.52484	11.9519	9.30415	
-5.93059	3.77059	6.29306	9.26139	
-3.39412	-3.97059	0	0	
-5.93059	3.77059	6.29306	9.26139	
-3.39412	-3.97059	0	0	
4.11267	0.717195	10.2178	9.17581	
-2.66667	6.59575	9.45234	8.21321	
4.11267	0.717195	10.2178	9.17581	
-2.66667	6.59575	9.45234	8.21321	
4.11267	0.717195	10.2178	9.17581	
-2.66667	6.59575	9.45234	8.21321	
4.11267	0.717195	10.2178	9.17581	
-2.66667	6.59575	9.45234	8.21321	
0	0	0	0	
1.71176	-8.37647	2.96471	10.3353	
6.59118	4.98529	9.44053	7.66577	
0.0317647	-0.478824	10.3641	11.6316	
0.0317647	-0.478824	10.3641	11.6316	
1.71176	-8.37647	2.96471	10.3353	
0.0317647	-0.478824	10.3641	11.6316	
5.99412	5.66471	9.71014	6.70304	
4.45686	-1.31699	4.23458	8.92505	
-4.21765	2.28824	0	0	
0.188235	-1.91176	10.728	10.7548	
-4.21765	2.28824	0	0	
-3.68235	5.17059	0.535294	2.88235	
0.188235	-1.91176	10.728	10.7548	
6.59118	4.98529	9.44053	7.66577	
0.188235	-1.91176	10.728	10.7548	
0	0	0	0	
1.71176	-8.37647	2.96471	10.3353	
-3.68235	5.17059	0.535294	2.88235	
0.373529	4.40882	9.61692	10.3296	
-4.66471	2.35882	6.12344	12.4684	
0.373529	4.40882	9.61692	10.3296	
-4.66471	2.35882	6.12344	12.4684	
0.373529	4.40882	9.61692	10.3296	
7.96235	2.96353	5.78015	10.515	
5.88088	0.589706	10.8207	10.2564	
-3.72353	5.23048	0.902814	3.71744	
-3.72353	5.23048	0.902814	3.71744	
7.96235	2.96353	5.78015	10.515	
-3.72353	5.23048	0.902814	3.71744	
-3.72353	5.23048	0.902814	3.71744	
-3.34105	7.13608	0.874158	1.65551	
-3.72353	5.23048	0.902814	3.71744	
-3.34105	7.13608	0.874158	1.65551	
-3.18824	4.32647	1.59423	4.04301	
-3.72353	5.23048	0.902814	3.71744	
-3.34105	7.13608	0.874158	1.65551	
-3.38768	6.45735	1.01043	2.73783	
-3.38768	6.45735	1.01043	2.73783	
-3.38768	6.45735	1.01043	2.73783	
4.86176	3.35882	12.7833	8.6343	
3.4549	7.47647	7.11125	7.08554	
-3.34105	7.13608	0.874158	1.65551	
3.4549	7.47647	7.11125	7.08554	
-2.54813	4.6615	2.11644	2.18657	
-3.38768	6.45735	1.01043	2.73783	
0.548529	8.03235	11.3703	8.08431	
-1.89804	9.79608	10.6508	9.00795	
-2.54813	4.6615	2.11644	2.18657	
-3.18824	4.32647	1.59423	4.04301	
3.4549	7.47647	7.11125	7.08554	
-3.31588	4.33471	0.600372	2.78717	
7.74	9.66706	10.5347	3.78558	
-8.86471	6.12353	7.51347	5.82096	
-2.43882	8.61294	9.51304	4.2866	
-3.18824	4.32647	1.59423	4.04301	
-3.72353	5.23048	0.902814	3.71744	
-3.34105	7.13608	0.874158	1.65551	
-2.63647	5.96118	1.04416	2.70569	
0	0	0	0	
0	0	0	0	
2.7	3.06471	9.71451	9.07895	
-2.27059	6.28235	5.3071	8.00101	
-5.01318	-0.483765	4.37701	5.80136	
-0.347059	2.04118	6.73152	10.7849	
15.6843	6.24118	0.405309	0.77546	
0	0	0	0	
-3.31588	4.33471	0.600372	2.78717	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
-8.86471	6.12353	7.51347	5.82096	
-5.01318	-0.483765	4.37701	5.80136	
-1.33897	2.68309	8.54203	8.7803	
2.7	3.06471	9.71451	9.07895	
-2.27059	6.28235	5.3071	8.00101	
-3.97059	5.07701	8.8336	9.67693	
-1.33897	2.68309	8.54203	8.7803	
-1.33897	2.68309	8.54203	8.7803	
-5.01318	-0.483765	4.37701	5.80136	
-0.347059	2.04118	6.73152	10.7849	
-0.347059	2.04118	6.73152	10.7849	
-5.01318	-0.483765	4.37701	5.80136	
-1.33897	2.68309	8.54203	8.7803	
-1.33897	2.68309	8.54203	8.7803	
-1.00435	0.284193	9.61597	10.8227	
